斥,岿,老,矫埃,瘤开,惯傈樊,碍荐樊,浅加,浅氢,嚼档,老炼矫埃,老荤樊,傈款樊,矫沥
2019,6,5,3,何魂,0.0,0.0,2.0,230.0,80.0,0.0,0.0,0.0,1071.0
2019,6,5,4,何魂,0.0,0.0,1.7,230.0,83.0,0.0,0.0,0.0,829.0
2019,6,5,5,何魂,0.0,0.0,1.9,230.0,85.0,0.0,0.0,0.0,796.0
2019,6,5,6,何魂,0.38,0.0,1.4,250.0,84.0,0.0,0.07,0.0,706.0
2019,6,5,7,何魂,4.03,0.0,1.7,360.0,73.0,0.8,0.49,0.0,1004.0
2019,6,5,8,何魂,12.07,0.0,1.3,320.0,61.0,1.0,1.22,0.0,1460.0
2019,6,5,9,何魂,20.01,0.0,1.6,160.0,49.0,1.0,1.91,4.0,1508.0
2019,6,5,10,何魂,29.51,0.0,2.6,140.0,47.0,1.0,2.66,0.0,1761.0
2019,6,5,11,何魂,29.92,0.0,4.7,110.0,50.0,1.0,3.22,0.0,1411.0
2019,6,5,12,何魂,32.89,0.0,3.4,110.0,50.0,1.0,3.57,0.0,1445.0
2019,6,5,13,何魂,33.95,0.0,3.5,110.0,44.0,1.0,3.64,0.0,1858.0
2019,6,5,14,何魂,33.69,0.0,3.7,110.0,43.0,1.0,3.49,0.0,1925.0
2019,6,5,15,何魂,32.74,0.0,2.9,110.0,44.0,1.0,3.13,0.0,1905.0
2019,6,5,16,何魂,27.66,0.0,2.2,90.0,45.0,1.0,2.58,0.0,1798.0
2019,6,5,17,何魂,19.68,0.0,3.2,110.0,46.0,1.0,1.89,3.0,1897.0
2019,6,5,18,何魂,13.64,0.0,3.2,110.0,49.0,1.0,1.18,0.0,1915.0
2019,6,5,19,何魂,7.86,0.0,2.1,110.0,51.0,1.0,0.44,0.0,1947.0
2019,6,5,20,何魂,5.15,0.0,1.8,110.0,53.0,0.0,0.03,1.0,2000.0
2019,6,5,21,何魂,2.77,0.0,1.6,90.0,53.0,0.0,0.0,2.0,1995.0
2019,6,5,22,何魂,2.19,0.0,1.1,50.0,55.0,0.0,0.0,2.0,1965.0
2019,6,5,23,何魂,1.09,0.0,1.2,70.0,57.0,0.0,0.0,6.0,1905.0
2019,6,6,0,何魂,0.32,0.0,1.7,90.0,62.0,0.0,0.0,7.0,1606.0
2019,6,6,1,何魂,0.0,0.0,1.0,90.0,65.0,0.0,0.0,5.0,1385.0
2019,6,6,2,何魂,0.0,0.0,1.5,20.0,70.0,0.0,0.0,5.0,1269.0
2019,6,6,3,何魂,0.0,0.0,1.0,200.0,71.0,0.0,0.0,0.0,937.0
2019,6,6,4,何魂,0.0,0.0,1.5,230.0,78.0,0.0,0.0,1.0,661.0
2019,6,6,5,何魂,0.0,0.0,1.0,180.0,82.0,0.0,0.0,0.0,464.0
2019,6,6,6,何魂,0.51,0.0,0.7,360.0,77.0,0.0,0.08,4.0,577.0
2019,6,6,7,何魂,4.63,0.0,1.0,250.0,72.0,0.6,0.52,6.0,652.0
2019,6,6,8,何魂,12.5,0.0,1.2,230.0,68.0,1.0,1.22,3.0,545.0
2019,6,6,9,何魂,19.91,0.0,2.1,200.0,67.0,1.0,1.88,7.0,566.0
2019,6,6,10,何魂,24.11,0.0,3.8,200.0,71.0,1.0,2.13,8.0,764.0
2019,6,6,11,何魂,22.79,0.0,4.0,200.0,72.0,1.0,2.41,8.0,702.0
2019,6,6,12,何魂,28.55,0.0,4.2,200.0,68.0,1.0,3.1,8.0,1257.0
2019,6,6,13,何魂,26.26,0.0,3.3,200.0,67.0,1.0,2.79,8.0,1000.0
2019,6,6,14,何魂,28.89,0.0,3.1,200.0,61.0,1.0,3.05,7.0,1284.0
2019,6,6,15,何魂,24.75,0.0,3.7,200.0,63.0,0.9,2.51,8.0,1419.0
2019,6,6,16,何魂,14.25,0.0,3.0,230.0,67.0,0.4,1.5,8.0,1109.0
2019,6,6,17,何魂,6.19,0.0,2.2,230.0,71.0,0.0,0.55,9.0,926.0
2019,6,6,18,何魂,5.32,0.0,2.7,200.0,76.0,0.0,0.19,10.0,992.0
2019,6,6,19,何魂,5.19,0.0,2.6,230.0,78.0,0.0,0.06,10.0,1118.0
2019,6,6,20,何魂,4.73,1.2,1.8,70.0,90.0,0.0,0.0,10.0,283.0
2019,6,6,21,何魂,2.71,2.2,3.4,50.0,90.0,0.0,0.0,10.0,444.0
2019,6,6,22,何魂,2.1,2.7,2.7,70.0,86.0,0.0,0.0,10.0,294.0
2019,6,6,23,何魂,0.98,5.9,2.0,50.0,93.0,0.0,0.0,10.0,145.0
2019,6,7,0,何魂,0.32,16.0,3.6,50.0,95.0,0.0,0.0,10.0,64.0
2019,6,7,1,何魂,0.0,25.6,4.1,70.0,96.0,0.0,0.0,10.0,144.0
2019,6,7,2,何魂,0.0,14.7,3.8,50.0,96.0,0.0,0.0,10.0,1129.0
2019,6,7,3,何魂,0.0,1.2,3.0,50.0,96.0,0.0,0.0,10.0,550.0
2019,6,7,4,何魂,0.0,2.9,2.0,50.0,96.0,0.0,0.0,10.0,288.0
2019,6,7,5,何魂,0.0,1.0,2.9,50.0,96.0,0.0,0.0,10.0,823.0
2019,6,7,6,何魂,0.0,0.0,2.2,50.0,95.0,0.0,0.0,10.0,2000.0
2019,6,7,7,何魂,0.19,0.0,3.0,50.0,94.0,0.0,0.09,10.0,2000.0
2019,6,7,8,何魂,3.37,0.0,1.6,50.0,92.0,0.0,0.24,10.0,2000.0
2019,6,7,9,何魂,3.89,0.0,1.4,200.0,92.0,0.0,0.35,10.0,1235.0
2019,6,7,10,何魂,2.48,0.3,3.0,200.0,95.0,0.0,0.23,10.0,301.0
2019,6,7,11,何魂,2.25,0.0,2.6,230.0,96.0,0.0,0.26,10.0,249.0
2019,6,7,12,何魂,6.49,0.0,0.9,250.0,96.0,0.0,0.52,10.0,406.0
2019,6,7,13,何魂,7.67,0.0,0.2,0.0,96.0,0.0,0.3,10.0,454.0
2019,6,7,14,何魂,5.61,0.0,1.2,140.0,95.0,0.0,0.46,10.0,386.0
2019,6,7,15,何魂,3.55,0.0,0.8,70.0,95.0,0.0,0.31,10.0,414.0
2019,6,7,16,何魂,6.96,0.0,1.6,20.0,94.0,0.0,0.26,10.0,396.0
2019,6,7,17,何魂,3.77,0.0,1.7,50.0,91.0,0.0,0.13,10.0,2000.0
2019,6,7,18,何魂,3.64,0.0,3.2,50.0,86.0,0.0,0.16,10.0,1599.0
2019,6,7,19,何魂,2.15,0.0,3.1,50.0,84.0,0.0,0.05,8.0,2000.0
2019,6,7,20,何魂,0.28,0.0,4.2,50.0,82.0,0.0,0.0,9.0,2000.0
2019,6,7,21,何魂,0.24,0.0,2.6,20.0,84.0,0.0,0.0,10.0,1830.0
2019,6,7,22,何魂,0.0,0.0,3.2,50.0,82.0,0.0,0.0,8.0,2000.0
2019,6,7,23,何魂,0.0,0.0,3.1,50.0,81.0,0.0,0.0,10.0,2000.0
2019,6,8,0,何魂,0.0,0.0,2.1,20.0,85.0,0.0,0.0,10.0,1000.0
2019,6,8,1,何魂,0.0,0.0,1.1,20.0,81.0,0.0,0.0,0.0,1667.0
2019,6,8,2,何魂,0.0,0.0,1.7,20.0,81.0,0.0,0.0,6.0,1874.0
2019,6,8,3,何魂,0.0,0.0,1.1,360.0,78.0,0.0,0.0,8.0,1887.0
2019,6,8,4,何魂,0.0,0.0,1.6,50.0,82.0,0.0,0.0,7.0,1793.0
2019,6,8,5,何魂,0.0,0.0,1.2,360.0,80.0,0.0,0.0,5.0,1919.0
2019,6,8,6,何魂,0.2,0.0,0.6,340.0,77.0,0.0,0.05,6.0,2000.0
2019,6,8,7,何魂,3.35,0.0,0.4,0.0,78.0,0.2,0.31,8.0,1233.0
2019,6,8,8,何魂,9.62,0.0,1.4,140.0,74.0,0.4,0.89,8.0,1740.0
2019,6,8,9,何魂,19.11,0.0,2.5,110.0,73.0,0.3,1.22,8.0,1781.0
2019,6,8,10,何魂,26.46,0.0,3.2,140.0,71.0,1.0,2.81,8.0,1751.0
2019,6,8,11,何魂,22.65,0.0,4.2,110.0,73.0,0.9,2.67,8.0,1449.0
2019,6,8,12,何魂,27.88,0.0,3.0,110.0,72.0,0.2,1.57,8.0,1566.0
2019,6,8,13,何魂,33.59,0.0,3.0,90.0,68.0,0.1,1.67,9.0,1787.0
2019,6,8,14,何魂,31.19,0.0,3.6,110.0,71.0,0.6,2.43,7.0,1731.0
2019,6,8,15,何魂,31.71,0.0,3.2,110.0,73.0,0.9,2.53,8.0,1559.0
2019,6,8,16,何魂,26.54,0.0,2.8,90.0,70.0,1.0,2.42,7.0,1646.0
2019,6,8,17,何魂,18.64,0.0,3.2,90.0,72.0,1.0,2.04,6.0,1718.0
2019,6,8,18,何魂,11.45,0.0,3.1,90.0,76.0,0.3,0.73,9.0,1838.0
2019,6,8,19,何魂,8.26,0.0,2.8,70.0,77.0,0.0,0.32,7.0,1723.0
2019,6,8,20,何魂,4.39,0.0,2.9,90.0,76.0,0.0,0.02,8.0,1799.0
2019,6,8,21,何魂,1.97,0.0,2.2,70.0,78.0,0.0,0.0,8.0,1676.0
2019,6,8,22,何魂,1.51,0.0,1.8,70.0,79.0,0.0,0.0,8.0,1642.0
2019,6,8,23,何魂,0.51,0.0,2.4,50.0,80.0,0.0,0.0,7.0,1290.0
2019,6,9,0,何魂,0.0,0.0,2.2,70.0,83.0,0.0,0.0,2.0,1400.0
2019,6,9,1,何魂,0.0,0.0,3.2,50.0,83.0,0.0,0.0,10.0,1386.0
2019,6,9,2,何魂,0.0,0.0,3.1,50.0,81.0,0.0,0.0,1.0,1399.0
2019,6,9,3,何魂,0.0,0.0,2.3,70.0,81.0,0.0,0.0,4.0,1035.0
2019,6,9,4,何魂,0.0,0.0,2.0,50.0,82.0,0.0,0.0,7.0,946.0
2019,6,9,5,何魂,0.0,0.0,2.5,50.0,80.0,0.0,0.0,5.0,1247.0
2019,6,9,6,何魂,0.17,0.0,2.6,50.0,79.0,0.0,0.03,8.0,1504.0
2019,6,9,7,何魂,3.42,0.0,3.2,50.0,75.0,0.4,0.39,6.0,1593.0
2019,6,9,8,何魂,10.82,0.0,2.4,50.0,70.0,0.8,0.91,9.0,1807.0
2019,6,9,9,何魂,17.66,0.0,3.2,70.0,69.0,0.1,0.89,9.0,1635.0
2019,6,9,10,何魂,26.52,0.0,2.2,70.0,65.0,0.1,1.19,8.0,1808.0
2019,6,9,11,何魂,29.74,0.0,3.5,70.0,62.0,0.4,1.77,8.0,2000.0
2019,6,9,12,何魂,32.08,0.0,2.8,50.0,59.0,0.9,2.89,7.0,2000.0
2019,6,9,13,何魂,30.6,0.0,2.8,70.0,62.0,0.7,2.03,8.0,1994.0
2019,6,9,14,何魂,31.87,0.0,3.3,90.0,64.0,0.7,2.03,8.0,2000.0
2019,6,9,15,何魂,28.64,0.0,3.0,90.0,67.0,0.6,1.73,9.0,2000.0
2019,6,9,16,何魂,26.58,0.0,3.2,90.0,68.0,0.8,2.05,4.0,1956.0
2019,6,9,17,何魂,20.05,0.0,3.9,90.0,68.0,1.0,2.08,3.0,2000.0
2019,6,9,18,何魂,13.86,0.0,2.8,70.0,67.0,1.0,1.25,1.0,2000.0
2019,6,9,19,何魂,7.42,0.0,3.3,70.0,71.0,1.0,0.49,0.0,2000.0
2019,6,9,20,何魂,4.46,0.0,4.0,70.0,71.0,0.0,0.02,1.0,2000.0
2019,6,9,21,何魂,2.03,0.0,2.9,50.0,72.0,0.0,0.0,2.0,2000.0
2019,6,9,22,何魂,1.51,0.0,3.6,70.0,71.0,0.0,0.0,6.0,2000.0
2019,6,9,23,何魂,0.5,0.0,2.4,20.0,72.0,0.0,0.0,5.0,2000.0
2019,6,10,0,何魂,0.0,0.0,2.5,50.0,72.0,0.0,0.0,7.0,2000.0
2019,6,10,1,何魂,0.0,0.0,3.0,50.0,71.0,0.0,0.0,8.0,2000.0
2019,6,10,2,何魂,0.0,0.0,3.1,50.0,72.0,0.0,0.0,5.0,2000.0
2019,6,10,3,何魂,0.0,0.0,2.5,50.0,73.0,0.0,0.0,6.0,2000.0
2019,6,10,4,何魂,0.0,0.0,2.7,50.0,75.0,0.0,0.0,6.0,2000.0
2019,6,10,5,何魂,0.0,0.0,2.8,50.0,77.0,0.0,0.0,6.0,2000.0
2019,6,10,6,何魂,0.36,0.0,2.8,50.0,74.0,0.0,0.08,3.0,2000.0
2019,6,10,7,何魂,4.47,0.0,3.1,50.0,71.0,0.8,0.63,7.0,1989.0
2019,6,10,8,何魂,10.24,0.0,2.4,20.0,65.0,1.0,1.12,9.0,1999.0
2019,6,10,9,何魂,22.76,0.0,2.7,70.0,61.0,0.9,1.79,6.0,2000.0
2019,6,10,10,何魂,27.43,0.0,2.2,70.0,53.0,1.0,2.5,8.0,1962.0
2019,6,10,11,何魂,24.13,0.0,2.3,70.0,59.0,0.7,1.74,9.0,2000.0
2019,6,10,12,何魂,23.03,0.0,3.3,90.0,61.0,0.3,1.56,9.0,2000.0
2019,6,10,13,何魂,22.51,0.0,3.1,90.0,65.0,0.1,1.19,9.0,2000.0
2019,6,10,14,何魂,16.09,0.0,3.9,90.0,61.0,0.1,1.23,9.0,2000.0
2019,6,10,15,何魂,13.67,0.0,3.6,90.0,64.0,0.8,2.04,9.0,2000.0
2019,6,10,16,何魂,11.06,0.0,4.0,90.0,64.0,0.7,1.64,9.0,1983.0
2019,6,10,17,何魂,12.92,0.0,3.1,90.0,60.0,1.0,1.69,6.0,1969.0
2019,6,10,18,何魂,10.68,0.0,2.7,50.0,64.0,1.0,1.13,6.0,2000.0
2019,6,10,19,何魂,6.59,0.0,2.4,70.0,68.0,0.6,0.42,5.0,2000.0
2019,6,10,20,何魂,3.98,0.0,3.3,50.0,69.0,0.0,0.02,6.0,2000.0
2019,6,10,21,何魂,2.18,0.0,3.4,50.0,69.0,0.0,0.0,6.0,2000.0
2019,6,10,22,何魂,1.23,0.0,2.9,50.0,70.0,0.0,0.0,5.0,2000.0
2019,6,10,23,何魂,0.1,0.0,3.3,50.0,71.0,0.0,0.0,4.0,2000.0
2019,6,11,0,何魂,0.0,0.0,2.6,50.0,70.0,0.0,0.0,5.0,2000.0
2019,6,11,1,何魂,0.0,0.0,1.8,20.0,71.0,0.0,0.0,8.0,2000.0
2019,6,11,2,何魂,0.0,0.0,2.7,50.0,71.0,0.0,0.0,8.0,2000.0
2019,6,11,3,何魂,0.0,0.0,3.2,50.0,74.0,0.0,0.0,8.0,2000.0
2019,6,11,4,何魂,0.0,0.0,2.5,50.0,72.0,0.0,0.0,8.0,2000.0
2019,6,11,5,何魂,0.0,0.0,2.1,50.0,72.0,0.0,0.0,8.0,2000.0
2019,6,11,6,何魂,0.44,0.0,2.8,50.0,72.0,0.0,0.09,6.0,2000.0
2019,6,11,7,何魂,5.56,0.0,3.4,50.0,70.0,0.6,0.49,6.0,1290.0
2019,6,11,8,何魂,12.07,0.0,2.3,20.0,64.0,1.0,1.38,7.0,1989.0
2019,6,11,9,何魂,21.46,0.0,2.5,50.0,61.0,1.0,1.61,7.0,2000.0
2019,6,11,10,何魂,29.54,0.0,1.7,50.0,53.0,0.9,2.24,6.0,1976.0
2019,6,11,11,何魂,27.77,0.0,3.9,110.0,70.0,0.5,1.49,7.0,2000.0
2019,6,11,12,何魂,18.72,0.0,3.0,110.0,68.0,0.5,1.55,8.0,1999.0
2019,6,11,13,何魂,26.67,0.0,3.0,110.0,70.0,0.2,0.94,9.0,1982.0
2019,6,11,14,何魂,18.92,0.0,2.3,110.0,70.0,0.0,0.34,9.0,1921.0
2019,6,11,15,何魂,20.16,0.0,3.8,110.0,69.0,0.3,1.76,7.0,1876.0
2019,6,11,16,何魂,18.48,0.0,2.5,90.0,69.0,0.2,1.12,5.0,1954.0
2019,6,11,17,何魂,16.54,0.0,1.8,90.0,66.0,0.9,1.5,5.0,1985.0
2019,6,11,18,何魂,9.79,0.0,2.3,70.0,71.0,0.6,0.86,6.0,2000.0
2019,6,11,19,何魂,6.84,0.0,2.7,90.0,73.0,0.0,0.27,1.0,1986.0
2019,6,11,20,何魂,4.5,0.0,2.3,70.0,76.0,0.0,0.0,7.0,2000.0
2019,6,11,21,何魂,2.42,0.0,1.8,50.0,76.0,0.0,0.0,9.0,1987.0
2019,6,11,22,何魂,1.49,0.0,1.7,70.0,78.0,0.0,0.0,7.0,1973.0
2019,6,11,23,何魂,0.7,0.0,1.7,90.0,75.0,0.0,0.0,8.0,1919.0
2019,6,12,0,何魂,0.2,0.0,2.3,70.0,72.0,0.0,0.0,9.0,2000.0
2019,6,12,1,何魂,0.0,0.0,1.3,70.0,73.0,0.0,0.0,0.0,2000.0
2019,6,12,2,何魂,0.0,0.0,0.7,50.0,72.0,0.0,0.0,8.0,1995.0
2019,6,12,3,何魂,0.0,0.0,0.9,50.0,72.0,0.0,0.0,9.0,1961.0
2019,6,12,4,何魂,0.0,0.0,1.1,50.0,74.0,0.0,0.0,8.0,1968.0
2019,6,12,5,何魂,0.0,0.0,1.2,50.0,74.0,0.0,0.0,9.0,1854.0
2019,6,12,6,何魂,0.12,0.0,1.8,20.0,76.0,0.0,0.04,9.0,1585.0
2019,6,12,7,何魂,3.26,0.0,1.1,50.0,75.0,0.3,0.4,9.0,1208.0
2019,6,12,8,何魂,8.7,0.0,2.0,140.0,70.0,0.3,0.76,8.0,1239.0
2019,6,12,9,何魂,11.73,0.0,2.7,200.0,67.0,0.3,1.1,7.0,1283.0
2019,6,12,10,何魂,21.76,0.0,2.8,160.0,63.0,0.9,2.41,6.0,1152.0
2019,6,12,11,何魂,23.99,0.0,2.7,140.0,64.0,0.6,2.49,4.0,1566.0
2019,6,12,12,何魂,31.09,0.0,3.1,110.0,66.0,1.0,3.13,8.0,1904.0
2019,6,12,13,何魂,32.43,0.0,4.1,110.0,68.0,0.5,2.44,3.0,1634.0
2019,6,12,14,何魂,33.21,0.0,4.3,110.0,65.0,1.0,3.68,2.0,1913.0
2019,6,12,15,何魂,31.61,0.0,4.2,110.0,65.0,1.0,3.46,0.0,1891.0
2019,6,12,16,何魂,27.48,0.0,2.8,110.0,64.0,1.0,2.62,0.0,1867.0
2019,6,12,17,何魂,20.61,0.0,3.5,140.0,67.0,1.0,2.0,0.0,1950.0
2019,6,12,18,何魂,14.01,0.0,4.0,110.0,68.0,1.0,1.19,0.0,1996.0
2019,6,12,19,何魂,7.88,0.0,2.8,90.0,70.0,1.0,0.49,0.0,2000.0
2019,6,12,20,何魂,5.03,0.0,2.2,90.0,76.0,0.0,0.02,1.0,2000.0
2019,6,12,21,何魂,2.56,0.0,2.5,90.0,77.0,0.0,0.0,0.0,2000.0
2019,6,12,22,何魂,2.09,0.0,1.7,70.0,78.0,0.0,0.0,0.0,2000.0
2019,6,12,23,何魂,1.09,0.0,2.7,70.0,78.0,0.0,0.0,0.0,2000.0
2019,6,13,0,何魂,0.32,0.0,1.1,50.0,80.0,0.0,0.0,5.0,2000.0
2019,6,13,1,何魂,0.0,0.0,1.5,20.0,82.0,0.0,0.0,0.0,2000.0
2019,6,13,2,何魂,0.0,0.0,1.7,50.0,82.0,0.0,0.0,0.0,1998.0
2019,6,13,3,何魂,0.0,0.0,1.6,20.0,83.0,0.0,0.0,0.0,1937.0
2019,6,13,4,何魂,0.0,0.0,1.4,20.0,83.0,0.0,0.0,0.0,1877.0
2019,6,13,5,何魂,0.0,0.0,1.5,50.0,82.0,0.0,0.0,0.0,1657.0
2019,6,13,6,何魂,0.39,0.0,2.1,50.0,82.0,0.0,0.06,0.0,1532.0
2019,6,13,7,何魂,4.52,0.0,1.7,50.0,78.0,0.9,0.61,0.0,1301.0
2019,6,13,8,何魂,13.5,0.0,0.9,70.0,71.0,1.0,1.3,0.0,1692.0
2019,6,13,9,何魂,23.4,0.0,3.6,110.0,70.0,1.0,2.2,0.0,1860.0
2019,6,13,10,何魂,31.59,0.0,3.5,140.0,69.0,1.0,2.88,0.0,1896.0
2019,6,13,11,何魂,32.56,0.0,4.7,110.0,70.0,1.0,3.37,0.0,1850.0
2019,6,13,12,何魂,35.78,0.0,4.0,110.0,68.0,1.0,3.7,0.0,1917.0
2019,6,13,13,何魂,36.52,0.0,3.3,110.0,66.0,1.0,3.81,0.0,1943.0
2019,6,13,14,何魂,36.51,0.0,5.0,110.0,61.0,1.0,3.72,0.0,1943.0
2019,6,13,15,何魂,35.35,0.0,3.7,110.0,67.0,1.0,3.38,5.0,1988.0
2019,6,13,16,何魂,29.27,0.0,3.3,110.0,64.0,1.0,2.69,7.0,1998.0
2019,6,13,17,何魂,18.08,0.0,1.2,90.0,60.0,1.0,1.69,7.0,2000.0
2019,6,13,18,何魂,13.18,0.0,1.0,90.0,58.0,0.7,0.98,8.0,2000.0
2019,6,13,19,何魂,8.53,0.0,2.2,200.0,70.0,0.5,0.4,8.0,2000.0
2019,6,13,20,何魂,5.4,0.0,1.1,200.0,71.0,0.0,0.03,7.0,1969.0
2019,6,13,21,何魂,2.82,0.0,1.1,200.0,77.0,0.0,0.0,7.0,2000.0
2019,6,13,22,何魂,2.18,0.0,1.3,90.0,84.0,0.0,0.0,10.0,1976.0
2019,6,13,23,何魂,1.09,0.0,1.5,90.0,87.0,0.0,0.0,8.0,1940.0
2019,6,14,0,何魂,0.33,0.0,1.5,70.0,90.0,0.0,0.0,8.0,1799.0
2019,6,14,1,何魂,0.0,0.0,0.5,70.0,90.0,0.0,0.0,8.0,1798.0
2019,6,14,2,何魂,0.0,0.0,1.4,70.0,88.0,0.0,0.0,10.0,1657.0
2019,6,14,3,何魂,0.0,0.0,0.6,50.0,87.0,0.0,0.0,9.0,1520.0
2019,6,14,4,何魂,0.0,0.0,1.8,70.0,87.0,0.0,0.0,9.0,1626.0
2019,6,14,5,何魂,0.0,0.0,1.2,20.0,87.0,0.0,0.0,9.0,1630.0
2019,6,14,6,何魂,0.03,0.0,0.7,270.0,77.0,0.0,0.01,9.0,2000.0
2019,6,14,7,何魂,1.19,0.0,0.3,0.0,78.0,0.0,0.15,9.0,1912.0
2019,6,14,8,何魂,2.71,0.0,0.2,0.0,73.0,0.0,0.25,9.0,1858.0
2019,6,14,9,何魂,3.61,0.0,1.3,140.0,72.0,0.0,0.33,9.0,1727.0
2019,6,14,10,何魂,7.63,0.0,1.7,50.0,69.0,0.0,0.53,10.0,1911.0
2019,6,14,11,何魂,8.11,0.0,1.7,70.0,73.0,0.0,1.08,10.0,1886.0
2019,6,14,12,何魂,9.16,0.0,2.1,110.0,74.0,0.0,1.13,10.0,1574.0
2019,6,14,13,何魂,12.18,0.0,2.0,90.0,71.0,0.0,1.48,10.0,1891.0
2019,6,14,14,何魂,7.35,0.0,1.5,90.0,75.0,0.0,0.77,10.0,1996.0
2019,6,14,15,何魂,1.79,0.2,2.7,110.0,81.0,0.0,0.21,10.0,1229.0
2019,6,14,16,何魂,1.97,1.8,2.0,50.0,92.0,0.0,0.2,10.0,428.0
2019,6,14,17,何魂,0.9,2.6,2.9,20.0,94.0,0.0,0.12,10.0,241.0
2019,6,14,18,何魂,3.65,1.1,4.1,20.0,90.0,0.0,0.12,10.0,658.0
2019,6,14,19,何魂,3.34,1.5,5.1,20.0,88.0,0.0,0.04,10.0,951.0
2019,6,14,20,何魂,0.42,0.5,4.2,20.0,86.0,0.0,0.0,10.0,1144.0
2019,6,14,21,何魂,0.29,1.2,2.5,50.0,90.0,0.0,0.0,10.0,1104.0
2019,6,14,22,何魂,0.0,0.1,3.2,50.0,88.0,0.0,0.0,10.0,1776.0
2019,6,14,23,何魂,0.0,0.2,2.9,50.0,88.0,0.0,0.0,10.0,1925.0
2019,6,15,0,何魂,0.0,0.0,3.1,50.0,89.0,0.0,0.0,10.0,1831.0
2019,6,15,1,何魂,0.0,0.0,2.4,50.0,89.0,0.0,0.0,10.0,1404.0
2019,6,15,2,何魂,0.0,0.2,2.3,50.0,90.0,0.0,0.0,10.0,1212.0
2019,6,15,3,何魂,0.0,0.5,3.0,50.0,89.0,0.0,0.0,10.0,1623.0
2019,6,15,4,何魂,0.0,0.1,1.4,50.0,86.0,0.0,0.0,10.0,2000.0
2019,6,15,5,何魂,0.0,0.0,1.1,360.0,82.0,0.0,0.0,10.0,2000.0
2019,6,15,6,何魂,0.09,0.2,0.7,180.0,84.0,0.0,0.01,10.0,2000.0
2019,6,15,7,何魂,2.94,0.0,4.0,340.0,82.0,0.0,0.25,10.0,1956.0
2019,6,15,8,何魂,7.31,0.0,2.4,360.0,80.0,0.0,0.62,8.0,1913.0
2019,6,15,9,何魂,16.15,0.0,4.1,340.0,80.0,0.3,1.2,9.0,1495.0
2019,6,15,10,何魂,24.83,0.0,2.2,20.0,70.0,0.9,2.33,7.0,1756.0
2019,6,15,11,何魂,30.48,0.0,1.4,360.0,58.0,1.0,2.9,7.0,2000.0
2019,6,15,12,何魂,30.25,0.0,1.6,360.0,53.0,1.0,3.03,8.0,2000.0
2019,6,15,13,何魂,29.69,0.0,4.5,200.0,60.0,1.0,2.89,8.0,1984.0
2019,6,15,14,何魂,25.36,0.0,2.3,180.0,57.0,0.9,2.35,8.0,2000.0
2019,6,15,15,何魂,30.71,0.0,2.0,160.0,55.0,0.9,2.06,4.0,1949.0
2019,6,15,16,何魂,20.1,0.0,3.8,200.0,72.0,0.8,1.73,8.0,2000.0
2019,6,15,17,何魂,14.32,0.0,4.2,200.0,75.0,0.6,1.0,6.0,2000.0
2019,6,15,18,何魂,10.92,0.0,2.2,160.0,64.0,0.9,0.94,5.0,2000.0
2019,6,15,19,何魂,7.91,0.0,3.6,90.0,72.0,0.1,0.24,6.0,1982.0
2019,6,15,20,何魂,5.0,0.0,3.2,90.0,76.0,0.0,0.02,7.0,1780.0
2019,6,15,21,何魂,2.15,0.0,2.5,90.0,83.0,0.0,0.0,7.0,1087.0
2019,6,15,22,何魂,1.52,0.0,2.2,90.0,85.0,0.0,0.0,7.0,927.0
2019,6,15,23,何魂,0.47,0.0,2.3,90.0,86.0,0.0,0.0,9.0,975.0
2019,6,16,0,何魂,0.0,0.0,2.5,90.0,85.0,0.0,0.0,7.0,1388.0
2019,6,16,1,何魂,0.0,0.0,1.5,90.0,90.0,0.0,0.0,4.0,1194.0
2019,6,16,2,何魂,0.0,0.0,1.1,110.0,89.0,0.0,0.0,7.0,1342.0
2019,6,16,3,何魂,0.0,0.0,0.3,0.0,89.0,0.0,0.0,4.0,1258.0
2019,6,16,4,何魂,0.0,0.0,0.8,360.0,86.0,0.0,0.0,5.0,1193.0
2019,6,16,5,何魂,0.0,0.0,0.9,290.0,85.0,0.0,0.0,2.0,1436.0
2019,6,16,6,何魂,0.42,0.0,1.0,340.0,87.0,0.0,0.07,1.0,1231.0
2019,6,16,7,何魂,4.64,0.0,1.4,290.0,83.0,0.9,0.61,0.0,909.0
2019,6,16,8,何魂,12.77,0.0,2.7,320.0,75.0,1.0,1.27,1.0,1230.0
2019,6,16,9,何魂,22.15,0.0,1.4,160.0,64.0,1.0,1.9,2.0,1520.0
2019,6,16,10,何魂,30.03,0.0,3.5,140.0,67.0,0.9,2.49,5.0,1966.0
2019,6,16,11,何魂,29.78,0.0,3.9,140.0,64.0,1.0,3.36,6.0,2000.0
2019,6,16,12,何魂,29.65,0.0,3.0,110.0,67.0,1.0,3.35,4.0,2000.0
2019,6,16,13,何魂,34.12,0.0,3.0,140.0,68.0,0.7,2.42,5.0,2000.0
2019,6,16,14,何魂,31.44,0.0,3.0,110.0,72.0,0.5,1.61,7.0,2000.0
2019,6,16,15,何魂,27.31,0.0,4.3,110.0,69.0,0.7,2.08,7.0,1943.0
2019,6,16,16,何魂,18.89,0.0,3.7,110.0,73.0,0.5,1.61,8.0,1988.0
2019,6,16,17,何魂,10.5,0.0,2.6,90.0,72.0,0.0,0.69,10.0,2000.0
